21:23:39: Edge Data
21:23:39: ---------
21:23:39: Triangle 0 = {indexSet=0, vertexSet=0, v0=18, v1=1, v2=17}
  v0=273, 
  v1=274, 
  degenerate=true 
}
21:23:39: Edge 756 = {
  tri0=498, 
  tri1=499, 
  v0=274, 
  v1=258, 
  degenerate=false 
}
21:23:39: Edge 757 = {
  tri0=499, 
  tri1=500, 
  v0=275, 
  v1=258, 
  degenerate=false 
}
21:23:39: Edge 758 = {
  tri0=499, 
  tri1=4294967295, 
  v0=274, 
  v1=275, 
  degenerate=true 
}
21:23:39: Edge 759 = {
  tri0=500, 
  tri1=501, 
  v0=275, 
  v1=259, 
  degenerate=false 
}
21:23:39: Edge 760 = {
  tri0=501, 
  tri1=502, 
  v0=276, 
  v1=259, 
  degenerate=false 
}
21:23:39: Edge 761 = {
  tri0=501, 
  tri1=4294967295, 
  v0=275, 
  v1=276, 
  degenerate=true 
}
21:23:39: Edge 762 = {
  tri0=502, 
  tri1=503, 
  v0=276, 
  v1=260, 
  degenerate=false 
}
21:23:39: Edge 763 = {
  tri0=503, 
  tri1=504, 
  v0=277, 
  v1=260, 
  degenerate=false 
}
21:23:39: Edge 764 = {
  tri0=503, 
  tri1=4294967295, 
  v0=276, 
  v1=277, 
  degenerate=true 
}
21:23:39: Edge 765 = {
  tri0=504, 
  tri1=505, 
  v0=277, 
  v1=261, 
  degenerate=false 
}
21:23:39: Edge 766 = {
  tri0=505, 
  tri1=506, 
  v0=278, 
  v1=261, 
  degenerate=false 
}
21:23:39: Edge 767 = {
  tri0=505, 
  tri1=4294967295, 
  v0=277, 
  v1=278, 
  degenerate=true 
}
21:23:39: Edge 768 = {
  tri0=506, 
  tri1=507, 
  v0=278, 
  v1=262, 
  degenerate=false 
}
21:23:39: Edge 769 = {
  tri0=507, 
  tri1=508, 
  v0=279, 
  v1=262, 
  degenerate=false 
}
21:23:39: Edge 770 = {
  tri0=507, 
  tri1=4294967295, 
  v0=278, 
  v1=279, 
  degenerate=true 
}
21:23:39: Edge 771 = {
  tri0=508, 
  tri1=509, 
  v0=279, 
  v1=263, 
  degenerate=false 
}
21:23:39: Edge 772 = {
  tri0=509, 
  tri1=510, 
  v0=280, 
  v1=263, 
  degenerate=false 
}
21:23:39: Edge 773 = {
  tri0=509, 
  tri1=4294967295, 
  v0=279, 
  v1=280, 
  degenerate=true 
}
21:23:39: Edge 774 = {
  tri0=510, 
  tri1=511, 
  v0=280, 
  v1=264, 
  degenerate=false 
}
21:23:39: Edge 775 = {
  tri0=511, 
  tri1=512, 
  v0=281, 
  v1=264, 
  degenerate=false 
}
21:23:39: Edge 776 = {
  tri0=511, 
  tri1=4294967295, 
  v0=280, 
  v1=281, 
  degenerate=true 
}
21:23:39: Edge 777 = {
  tri0=512, 
  tri1=513, 
  v0=281, 
  v1=265, 
  degenerate=false 
}
21:23:39: Edge 778 = {
  tri0=513, 
  tri1=514, 
  v0=282, 
  v1=265, 
  degenerate=false 
}
21:23:39: Edge 779 = {
  tri0=513, 
  tri1=4294967295, 
  v0=281, 
  v1=282, 
  degenerate=true 
}
21:23:39: Edge 780 = {
  tri0=514, 
  tri1=515, 
  v0=282, 
  v1=266, 
  degenerate=false 
}
21:23:39: Edge 781 = {
  tri0=515, 
  tri1=516, 
  v0=283, 
  v1=266, 
  degenerate=false 
}
21:23:39: Edge 782 = {
  tri0=515, 
  tri1=4294967295, 
  v0=282, 
  v1=283, 
  degenerate=true 
}
21:23:39: Edge 783 = {
  tri0=516, 
  tri1=517, 
  v0=283, 
  v1=267, 
  degenerate=false 
}
21:23:39: Edge 784 = {
  tri0=517, 
  tri1=518, 
  v0=284, 
  v1=267, 
  degenerate=false 
}
21:23:39: Edge 785 = {
  tri0=517, 
  tri1=4294967295, 
  v0=283, 
  v1=284, 
  degenerate=true 
}
21:23:39: Edge 786 = {
  tri0=518, 
  tri1=519, 
  v0=284, 
  v1=268, 
  degenerate=false 
}
21:23:39: Edge 787 = {
  tri0=519, 
  tri1=520, 
  v0=285, 
  v1=268, 
  degenerate=false 
}
21:23:39: Edge 788 = {
  tri0=519, 
  tri1=4294967295, 
  v0=284, 
  v1=285, 
  degenerate=true 
}
21:23:39: Edge 789 = {
  tri0=520, 
  tri1=521, 
  v0=285, 
  v1=269, 
  degenerate=false 
}
21:23:39: Edge 790 = {
  tri0=521, 
  tri1=522, 
  v0=286, 
  v1=269, 
  degenerate=false 
}
21:23:39: Edge 791 = {
  tri0=521, 
  tri1=4294967295, 
  v0=285, 
  v1=286, 
  degenerate=true 
}
21:23:39: Edge 792 = {
  tri0=522, 
  tri1=523, 
  v0=286, 
  v1=270, 
  degenerate=false 
}
21:23:39: Edge 793 = {
  tri0=523, 
  tri1=524, 
  v0=287, 
  v1=270, 
  degenerate=false 
}
21:23:39: Edge 794 = {
  tri0=523, 
  tri1=4294967295, 
  v0=286, 
  v1=287, 
  degenerate=true 
}
21:23:39: Edge 795 = {
  tri0=524, 
  tri1=525, 
  v0=287, 
  v1=271, 
  degenerate=false 
}
21:23:39: Edge 796 = {
  tri0=525, 
  tri1=526, 
  v0=288, 
  v1=271, 
  degenerate=false 
}
21:23:39: Edge 797 = {
  tri0=525, 
  tri1=4294967295, 
  v0=287, 
  v1=288, 
  degenerate=true 
}
21:23:39: Edge 798 = {
  tri0=526, 
  tri1=4294967295, 
  v0=288, 
  v1=272, 
  degenerate=true 
}
